epoch,loss,mse,mae,val_loss,val_mse,val_mae
1,0.519888162612915,0.519888162612915,0.647722661495209,0.491241816893097,0.491241812705994,0.623286008834839
2,0.489219665527344,0.489219665527344,0.622144281864166,0.493029698852665,0.493029713630676,0.607107400894165
3,0.480687469244003,0.480687469244003,0.598676323890686,0.455405946605462,0.455405980348587,0.598531603813171
4,0.450278669595718,0.450278669595718,0.595565259456635,0.440421202951226,0.440421223640442,0.588492333889008
5,0.435834914445877,0.435834914445877,0.586957097053528,0.419041487057347,0.41904154419899,0.562666714191437
6,0.410714149475098,0.410714149475098,0.556703746318817,0.404432745758167,0.404432684183121,0.54832261800766
7,0.393656879663467,0.393656879663467,0.541958272457123,0.385924217375842,0.385924190282822,0.541822493076325
8,0.376620024442673,0.376620024442673,0.536974251270294,0.375061463964872,0.375061422586441,0.530211210250855
9,0.363503038883209,0.363503038883209,0.524650812149048,0.37458269827622,0.374582707881928,0.521609365940094
10,0.358289420604706,0.358289420604706,0.513355195522308,0.360857817752302,0.3608578145504,0.520277261734009
11,0.347927898168564,0.347927898168564,0.514641106128693,0.340386508910124,0.340386509895325,0.499179095029831
12,0.323361277580261,0.323361277580261,0.48902827501297,0.337807401891582,0.337807416915894,0.493806451559067
13,0.314857959747314,0.314857959747314,0.475534707307816,0.30368951825071,0.303689539432526,0.470380544662476
14,0.287063896656036,0.287063896656036,0.460152983665466,0.283257742804929,0.283257752656937,0.453604221343994
15,0.266124546527863,0.266124546527863,0.443039000034332,0.269759075823894,0.269759118556976,0.437883794307709
16,0.243392914533615,0.243392914533615,0.416892170906067,0.248613893123698,0.24861390888691,0.417514085769653
17,0.221579000353813,0.221579000353813,0.398642778396606,0.238122568396497,0.238122552633286,0.406329125165939
18,0.215148314833641,0.215148314833641,0.395715922117233,0.226983865307382,0.226983904838562,0.390153110027313
19,0.193346560001373,0.193346560001373,0.365819692611694,0.205743101756435,0.205743119120598,0.366656541824341
20,0.173203617334366,0.173203617334366,0.343366503715515,0.189882983846113,0.189882948994637,0.346997141838074
21,0.162480473518372,0.162480473518372,0.329845875501633,0.209064230692288,0.209064215421677,0.366200596094131
22,0.169030055403709,0.169030055403709,0.327665954828262,0.171939932364078,0.171939924359322,0.329852342605591
23,0.15291765332222,0.15291765332222,0.318603813648224,0.14228257376793,0.142282575368881,0.30069574713707
24,0.11795574426651,0.11795574426651,0.279827237129211,0.174447853703144,0.174447849392891,0.339917361736298
25,0.139086291193962,0.139086291193962,0.302104860544205,0.126125643014415,0.126125633716583,0.285701155662537
26,0.103009186685085,0.103009186685085,0.265653312206268,0.136126785608363,0.136126771569252,0.299160480499268
27,0.122978419065475,0.122978419065475,0.293295621871948,0.118635947669833,0.118635937571526,0.277980864048004
28,0.0945650935173035,0.0945650935173035,0.257668077945709,0.145777082024527,0.145777061581612,0.310068726539612
29,0.115058168768883,0.115058168768883,0.277933955192566,0.111060223426701,0.111060239374638,0.267626851797104
30,0.0912667214870453,0.0912667214870453,0.252346485853195,0.119105350749552,0.119105361402035,0.279611945152283
31,0.104794882237911,0.104794882237911,0.270096361637116,0.115837223150513,0.115837208926678,0.277255922555923
32,0.0890722498297691,0.0890722498297691,0.248868525028229,0.120971026376259,0.120971031486988,0.281230509281158
33,0.0929193496704102,0.0929193496704102,0.249111875891686,0.104934530809891,0.104934528470039,0.258486092090607
34,0.0885786488652229,0.0885786488652229,0.245772108435631,0.0981262982630533,0.0981262922286987,0.250689685344696
35,0.08207668364048,0.08207668364048,0.2361209243536,0.107328460236226,0.107328467071056,0.264892816543579
36,0.0833379551768303,0.0833379551768303,0.238002762198448,0.0958157274718127,0.0958157181739807,0.247173115611076
37,0.0739457309246063,0.0739457309246063,0.222382351756096,0.0913949288612555,0.0913949385285378,0.239229038357735
38,0.078377865254879,0.078377865254879,0.232972234487534,0.0839543350595088,0.0839543268084526,0.230394825339317
39,0.067801296710968,0.067801296710968,0.215114489197731,0.095395891195979,0.0953958779573441,0.247605666518211
40,0.0731862038373947,0.0731862038373947,0.223234862089157,0.0804731717163866,0.0804731771349907,0.223033279180527
41,0.0617719888687134,0.0617719888687134,0.206286162137985,0.0813945066337743,0.0813945010304451,0.222627997398376
